1,5,7,10,17,20,19
9,15,20,24,30,36,26
4,14,15,17,19,22,1
4,9,12,13,24,26,23
6,13,14,17,24,25,31
4,7,9,10,21,23,36
3,8,9,14,29,34,19
1,4,5,16,21,27,34
9,11,13,17,21,35,15
8,22,23,25,28,32,20
8,10,15,19,29,33,11
4,5,16,17,21,35,30
2,5,7,17,20,29,35
2,4,16,19,21,24,10
24,29,30,31,32,35,11
2,10,15,19,22,27,25
10,11,19,26,27,34,2
9,15,22,23,24,36,28
2,14,23,26,27,34,31
9,10,11,13,20,29,34
1,2,8,27,34,36,6
1,12,17,22,23,34,21
1,5,12,15,26,35,6
5,16,17,29,30,33,14
11,19,20,29,33,35,34
3,4,16,19,24,25,28
1,8,15,27,30,34,16
3,8,9,19,29,30,16
1,7,13,23,32,33,15
10,14,24,28,30,34,3
8,9,17,18,34,36,7
10,19,30,33,34,35,23
2,3,9,10,23,25,31
3,4,19,22,27,29,7
4,9,11,30,34,36,24
11,15,16,20,23,36,32
7,8,17,20,22,27,18
1,5,6,7,17,34,20
6,7,30,32,34,36,10
4,8,15,18,30,31,5
4,5,6,12,13,29,17
2,11,20,23,27,36,14
11,12,14,16,17,18,36
2,15,16,22,25,32,6
4,5,7,8,22,36,16
8,14,15,22,23,25,6
1,5,10,20,31,36,2
5,11,16,22,23,32,25
24,31,32,33,34,36,15
1,3,5,19,33,34,32
4,9,21,25,31,36,2
2,4,19,20,23,27,17
8,21,24,27,29,32,2
14,20,26,30,33,34,18
2,26,30,32,33,35,5
5,6,8,20,21,34,28
19,22,24,30,31,35,11
1,3,8,28,32,33,17
17,18,20,22,33,34,35
15,20,23,25,31,33,28
1,5,7,13,18,29,12
6,10,16,18,24,26,12
5,6,10,27,31,33,21
4,5,22,24,27,30,13
4,5,14,23,34,36,22
4,10,16,26,30,32,13
11,12,19,20,31,35,26
3,13,20,21,30,32,1
1,11,14,19,22,36,26
4,7,22,23,30,32,33
4,7,9,11,15,21,27
4,11,16,17,21,29,12
1,7,15,21,27,34,8
8,9,16,29,30,36,22
1,3,5,10,19,21,2
1,6,13,17,23,30,3
4,7,9,10,15,26,3
10,12,14,29,34,36,7
6,15,17,27,31,36,35
10,23,30,31,34,35,22
2,3,11,19,23,28,9
1,9,12,21,24,30,35
1,3,6,17,31,37,7
10,11,17,26,29,35,20
1,8,10,18,21,26,23
11,12,18,19,30,33,22
21,23,33,34,36,37,32
3,10,11,16,18,25,26
4,8,20,28,35,39,11
3,6,12,27,37,38,30
3,14,19,21,32,33,22
2,12,28,33,37,40,17
9,10,13,15,16,36,34
2,9,20,21,26,33,22
1,9,10,14,15,16,22
13,14,20,22,26,35,7
14,17,22,23,34,37,20
1,5,15,25,31,32,9
11,12,14,16,23,27,37
3,15,17,22,24,31,33
9,10,14,24,29,33,30
11,12,23,24,28,30,38
1,3,10,28,38,40,32
9,13,15,17,19,25,33
5,6,7,19,29,36,18
21,26,28,31,36,38,37
4,7,19,22,23,27,10
1,16,24,28,30,31,17
5,8,13,33,35,38,21
2,6,31,33,35,36,17
9,19,23,26,27,34,3
3,4,27,28,35,38,31
3,4,5,20,24,36,38
13,24,27,33,36,38,15
2,6,14,30,34,36,8
6,8,9,17,34,38,3
10,22,23,25,35,40,1
3,17,23,30,33,36,31
9,10,21,23,26,29,20
4,6,20,29,37,40,36
2,12,13,24,26,36,30
5,6,12,21,28,33,10
11,16,23,26,37,39,28
8,9,10,14,30,37,21
6,16,26,36,37,40,8
2,9,27,28,30,34,38
2,9,12,16,25,27,14
2,5,10,12,17,29,20
12,13,18,24,30,35,37
8,9,17,27,30,35,12
5,8,9,14,16,20,36
1,5,20,28,37,40,36
4,9,10,14,27,30,15
9,19,20,27,28,38,21
6,7,9,20,25,26,10
8,16,18,23,30,37,31
2,7,13,22,31,39,1
10,21,23,26,28,35,3
1,2,14,17,19,23,24
2,5,12,13,27,28,10
8,18,23,27,34,40,31
1,6,17,34,37,38,19
3,5,8,10,14,31,24
4,5,8,17,24,27,35
1,6,17,19,30,34,21
5,8,10,28,30,33,32
13,17,25,26,28,31,23
7,13,14,20,22,25,35
3,13,21,34,36,37,6
10,13,27,31,37,38,12
3,5,8,15,20,40,7
13,15,16,22,30,35,27
5,12,20,28,37,38,34
3,6,7,15,35,39,12
3,24,29,33,36,40,15
10,11,20,29,30,34,9
9,11,14,15,22,36,35
1,7,14,20,24,30,39
7,16,20,28,34,36,8
5,8,15,19,24,30,20
1,3,6,9,21,31,39
1,4,12,21,35,40,19
9,14,23,27,34,36,3
1,2,3,17,35,38,9
12,14,23,26,32,38,34
9,14,21,23,24,29,15
7,9,19,20,24,37,38
5,7,9,13,14,26,12
1,6,7,15,16,20,36
17,19,22,26,28,35,4
4,21,26,29,31,37,1
2,21,24,26,29,33,28
6,14,23,25,29,37,17
13,20,23,33,34,35,38
1,6,23,26,29,40,35
2,3,15,23,28,29,34
3,6,15,16,34,37,12
1,2,22,31,36,37,33
11,20,23,29,31,34,6
7,14,17,28,37,40,21
1,8,17,20,25,30,38
10,17,24,31,33,36,18
1,7,18,34,35,38,27
13,19,23,33,37,39,30
3,7,8,14,37,38,27
4,6,10,14,26,40,12
7,12,20,26,28,32,15
10,17,24,28,31,34,18
2,7,9,18,21,22,1
2,8,12,20,22,40,3
10,11,21,24,33,38,17
11,14,28,29,36,40,34
8,15,23,25,28,38,29
8,17,24,29,37,38,35
3,8,14,35,36,37,16
13,33,34,35,38,40,27
1,2,34,35,37,40,8
7,10,30,35,36,38,13
3,14,17,26,27,31,1
21,34,35,36,39,40,5
7,12,26,28,36,37,13
6,12,17,29,31,34,7
9,16,19,22,27,34,4
2,3,5,24,33,36,12
7,13,14,15,20,33,36
5,6,7,8,15,35,28
5,17,20,22,29,34,14
6,14,23,29,31,36,37
2,7,13,16,17,24,32
13,15,27,31,35,38,7
5,10,13,34,36,38,8
2,7,14,17,29,30,11
8,16,23,24,32,33,26
5,7,15,21,27,29,38
7,10,12,22,23,35,1
23,27,29,34,37,38,16
7,8,14,22,38,40,19
10,20,23,35,36,40,19
8,9,12,14,21,36,38
6,13,21,27,31,36,35
2,3,19,21,24,33,17
1,5,20,31,32,33,2
5,12,22,23,27,34,7
2,6,7,20,21,23,37
2,3,7,8,14,35,31
1,14,17,24,34,39,31
8,13,22,28,37,38,27
14,15,24,27,29,33,40
2,12,18,22,36,40,30
14,21,22,24,31,36,16
8,10,12,13,17,33,35
2,5,6,7,8,37,29
1,2,7,10,29,37,8
1,11,12,17,18,27,20
3,21,26,30,36,40,19
2,12,14,21,27,40,33
8,16,21,33,36,40,39
7,14,21,23,27,31,25
4,10,23,30,32,36,16
5,24,27,33,37,39,4
1,10,24,29,37,39,16
13,17,18,31,35,37,9
11,12,24,29,35,39,6
5,20,26,27,29,36,9
1,2,7,8,20,22,15
1,2,3,6,24,30,22
19,21,22,23,30,31,8
2,11,16,20,36,40,5
7,8,9,23,27,35,37
7,8,10,12,21,39,17
10,11,24,30,35,37,36
2,21,29,36,37,38,7
6,25,27,28,35,40,18
2,4,6,12,19,31,30
4,5,6,25,34,38,26
14,16,27,34,39,40,22
8,13,20,21,31,36,2
10,16,22,26,32,33,23
9,12,16,20,23,38,37
7,17,18,31,35,37,34
3,7,24,28,34,37,2
2,14,24,29,34,37,6
1,7,12,24,26,35,33
2,13,16,26,36,38,1
8,14,20,23,28,29,24
3,5,10,24,33,40,27
8,9,15,20,22,26,3
7,13,15,19,22,23,6
1,7,14,16,20,23,13
2,7,16,33,36,40,3
10,13,14,18,26,29,31
1,16,19,28,31,38,24
9,19,24,33,36,38,2
8,13,16,31,36,38,7
7,8,23,29,34,40,28
2,15,19,28,29,40,24
3,6,10,24,30,38,37
8,14,16,21,23,31,13
10,24,26,29,37,40,34
2,3,15,27,31,36,13
1,3,15,19,26,38,22
2,6,8,26,29,35,19
12,14,20,26,27,36,9
9,11,22,27,32,33,28
14,15,20,27,30,39,12
1,6,18,21,22,31,13
1,13,15,16,35,37,18
6,9,11,17,23,27,36
3,15,16,21,25,37,18
2,11,15,26,27,33,24
1,13,17,22,28,34,36
10,13,22,29,31,36,23
1,8,14,15,27,36,40
1,10,22,28,30,37,36
7,19,20,21,31,34,33
2,3,13,14,28,31,37
22,23,24,29,33,40,36
6,7,30,31,36,39,10
7,10,12,13,16,36,40
3,9,11,21,22,35,6
2,8,15,24,28,39,21
1,7,9,12,22,35,8
7,22,23,26,34,38,24
11,16,27,32,34,35,33
3,16,23,26,27,33,40
12,15,26,32,37,40,23
2,6,16,19,20,36,29
5,17,22,30,32,36,19
7,9,12,13,34,40,16
15,17,19,28,36,37,21
3,5,9,15,22,29,28
2,5,6,7,18,26,16
12,20,26,29,30,38,21
2,9,25,30,31,36,21
7,8,19,21,27,40,17
14,16,17,23,28,30,29
19,25,27,33,37,39,1
10,14,17,23,26,38,11
2,3,6,8,16,29,30
1,19,23,34,37,38,33
3,13,17,20,28,30,23
1,11,20,22,24,29,21
2,11,12,16,21,25,19
9,12,16,23,29,39,28
1,2,9,24,30,31,18
2,9,14,15,22,23,1
6,23,26,27,29,40,24
3,21,26,28,29,36,40
5,16,19,33,36,40,22
3,6,8,28,34,35,1
1,16,19,26,28,33,38
5,10,11,12,14,26,35
4,5,10,20,27,36,29
1,5,17,21,25,34,22
7,22,25,28,30,36,33
8,13,14,26,30,38,10
2,26,30,34,37,38,16
15,16,21,24,29,31,5
5,19,20,26,34,40,21
1,2,6,21,31,35,24
11,12,19,22,27,30,31
10,23,26,27,33,40,11
1,7,12,14,36,40,22
20,26,29,35,36,37,31
6,8,18,20,23,35,22
3,10,21,24,37,38,31
3,5,19,30,31,35,6
6,10,15,17,21,22,39
1,2,3,6,13,27,33
2,7,14,20,21,38,13
4,5,12,18,36,38,10
6,12,32,35,36,38,22
5,10,11,19,20,32,23
9,16,25,31,32,37,19
