6,7,13,16,28,1
6,7,15,16,28,1
6,13,15,16,28,1
7,13,15,16,28,1
8,16,19,29,34,35
8,16,19,29,34,20
8,16,19,29,35,20
8,16,19,34,35,20
8,16,29,34,35,20
8,19,29,34,35,20
16,19,29,34,35,20
3,6,14,17,18,22
3,6,14,17,18,33
3,6,14,17,22,33
3,6,14,18,22,33
3,6,17,18,22,33
3,14,17,18,22,33
6,14,17,18,22,33
3,4,11,15,18,31
3,4,11,15,18,25
3,4,11,15,31,25
3,4,11,18,31,25
3,4,15,18,31,25
3,11,15,18,31,25
4,11,15,18,31,25
11,18,20,21,23,29
11,18,20,21,23,5
11,18,20,21,29,5
11,18,20,23,29,5
11,18,21,23,29,5
11,20,21,23,29,5
18,20,21,23,29,5
2,13,19,23,26,34
2,13,19,23,26,25
2,13,19,23,34,25
2,13,19,26,34,25
2,13,23,26,34,25
2,19,23,26,34,25
13,19,23,26,34,25
15,20,33,34,35,36
15,20,33,34,35,10
15,20,33,34,36,10
15,20,33,35,36,10
15,20,34,35,36,10
15,33,34,35,36,10
20,33,34,35,36,10
5,6,12,18,26,32
5,6,12,18,26,10
5,6,12,18,32,10
5,6,12,26,32,10
5,6,18,26,32,10
5,12,18,26,32,10
6,12,18,26,32,10
21,22,23,25,30,35
21,22,23,25,30,1
21,22,23,25,35,1
21,22,23,30,35,1
21,22,25,30,35,1
21,23,25,30,35,1
22,23,25,30,35,1
4,9,16,23,27,30
4,9,16,23,27,36
4,9,16,23,30,36
4,9,16,27,30,36
4,9,23,27,30,36
4,16,23,27,30,36
9,16,23,27,30,36
7,9,14,22,24,29
7,9,14,22,24,28
7,9,14,22,29,28
7,9,14,24,29,28
7,9,22,24,29,28
7,14,22,24,29,28
9,14,22,24,29,28
8,13,21,24,32,33
8,13,21,24,32,12
8,13,21,24,33,12
8,13,21,32,33,12
8,13,24,32,33,12
8,21,24,32,33,12
13,21,24,32,33,12
7,11,12,17,29,31
7,11,12,17,29,28
7,11,12,17,31,28
7,11,12,29,31,28
7,11,17,29,31,28
7,12,17,29,31,28
11,12,17,29,31,28
6,8,14,24,30,36
6,8,14,24,30,21
6,8,14,24,36,21
6,8,14,30,36,21
6,8,24,30,36,21
6,14,24,30,36,21
8,14,24,30,36,21
3,7,10,25,26,35
3,7,10,25,26,19
3,7,10,25,35,19
3,7,10,26,35,19
3,7,25,26,35,19
3,10,25,26,35,19
7,10,25,26,35,19
4,6,9,10,15,30
4,6,9,10,15,35
4,6,9,10,30,35
4,6,9,15,30,35
4,6,10,15,30,35
4,9,10,15,30,35
6,9,10,15,30,35
11,14,16,17,23,24
11,14,16,17,23,36
11,14,16,17,24,36
11,14,16,23,24,36
11,14,17,23,24,36
11,16,17,23,24,36
14,16,17,23,24,36
5,8,14,19,33,35
5,8,14,19,33,21
5,8,14,19,35,21
5,8,14,33,35,21
5,8,19,33,35,21
5,14,19,33,35,21
8,14,19,33,35,21
11,13,14,16,29,36
11,13,14,16,29,18
11,13,14,16,36,18
